qid,fold,gold_count,dense_best_rank,bm25_best_rank,union_recall_100,union_expanded_recall_100,all_golds_over_512,question
75092,fold_4,1,2,>100,1.0,1.0,0,Bản sao bằng tốt nghiệp cấp 3 có giá trị như bản chính không?
118822,fold_4,1,1,78,1.0,1.0,0,Người nào có thẩm quyền xây dựng mức chi phí sử dụng của phòng thí nghiệm trọng điểm?
164622,fold_3,1,1,2,1.0,1.0,0,Quy tắc ứng xử khi tham gia các hoạt động xã hội khác của giới văn nghệ sĩ như thế nào?
102892,fold_2,1,57,8,1.0,1.0,0,"Chế độ gặp, liên lạc điện thoại với thân nhân đối với phạm nhân dưới 18 tuổi"
121438,fold_2,1,1,3,1.0,1.0,0,Đảng viên bị kỷ luật về Đảng có thể thay thế cho các kỷ luật hành chính hoặc các hình thức xử lý khác của pháp luật hay không?
47808,fold_4,1,12,6,1.0,1.0,0,Mẫu phiếu đăng ký dự tuyển viên chức mới nhất hiện nay là mẫu nào?
9360,fold_3,1,1,>100,1.0,1.0,0,Chấm dứt hợp đồng lao động thì Giấy phép lao động có bị thu hồi không?
21748,fold_2,1,6,69,1.0,1.0,0,Quản lý công chức trong các đơn vị sự nghiệp của Bộ Tư pháp có những nội dung nào?
74886,fold_4,1,1,1,1.0,1.0,0,Doanh nghiệp có thể thuê quyền khai thác tài sản kết cấu hạ tầng hàng hải hay không?
90660,fold_0,1,>100,1,1.0,1.0,0,"Chị gái đang làm y tá trong quân đội, em trai có được tạm hoãn nghĩa vụ quân sự không?"
40372,fold_0,1,4,1,1.0,1.0,0,Ban Thường trực Ủy ban Mặt trận Tổ quốc Việt Nam cấp tỉnh họp thường kỳ mỗi tháng bao nhiêu lần?
34978,fold_4,1,15,5,1.0,1.0,0,Giấy chứng nhận xuất xứ hàng hóa giáp lưng được chấp nhận trong trường hợp nào?
11002,fold_0,1,2,41,1.0,1.0,0,Kiến trúc trong nhà chung cư phải đáp ứng những yêu cầu gì?
109604,fold_2,1,52,5,1.0,1.0,0,Người đi xe máy 50 phân khối có bắt buộc có bằng lái không?
30454,fold_0,1,2,1,1.0,1.0,0,"Các văn kiện phê chuẩn, chấp thuận, phê duyệt hoặc gia nhập một điều ước quốc tế xác định sự đồng ý của một quốc gia chịu sự ràng buộc của một điều ước vào thời điểm nào?"
132024,fold_0,1,12,2,1.0,1.0,0,"Tiêu chuẩn về năng lực chuyên môn, nghiệp vụ đối với viên chức giữ chức danh kiểm nghiệm viên thuốc thú y hạng 2?"
75692,fold_1,1,1,3,1.0,1.0,0,Những cơ quan nào thực hiện quản lý nhà nước về mỹ thuật?
672,fold_4,1,>100,1,1.0,1.0,0,Trường hợp thay đổi chủ hộ kinh doanh thì hộ kinh doanh gửi hồ sơ thông báo thay đổi nội dung đăng ký hộ kinh doanh đến cơ quan nào?
29594,fold_4,1,1,1,1.0,1.0,0,Biểu mẫu và ban hành biểu mẫu trong xử lý vi phạm hành chính thuộc phạm vi quản lý của Bộ Quốc phòng như thế nào?
85266,fold_1,1,38,2,1.0,1.0,0,Phục hồi thân răng vĩnh viễn trẻ em bằng chụp thép chế sẵn được chỉ định khi nào và do ai thực hiện?
42054,fold_0,1,10,1,1.0,1.0,0,Trách nhiệm của Nhà thầu đối với lỗi thiết kế được quy định như thế nào?
71020,fold_1,1,2,49,1.0,1.0,0,Ai sẽ tổ chức thực hiện chương trình giám sát của Hội đồng nhân dân?
111190,fold_1,1,1,>100,1.0,1.0,0,"Nguyên tắc thực hiện kế toán đối với hoạt động xã hội, từ thiện là gì?"
142536,fold_4,1,12,78,1.0,1.0,0,Hồ sơ giải thể công ty hợp danh gồm những gì?
40736,fold_4,1,1,2,1.0,1.0,0,"Mẫu chứng chỉ đào tạo, bồi dưỡng, tập huấn trong nhà trường quân đội được quy định như thế nào?"
165538,fold_3,1,64,>100,1.0,1.0,0,Cơ quan nào có thẩm quyền quyết định giá đất cụ thể?
79882,fold_0,2,12,11,1.0,1.0,0,Quan hệ cùng huyết thống có phạm tội loạn luân không?
15112,fold_4,1,1,1,1.0,1.0,0,Thiết bị giám sát hàng không dân dụng sẽ có các thông số kỹ thuật như thế nào?
66564,fold_2,1,5,>100,1.0,1.0,0,Thủ tục giải quyết thôi việc đối với Phó Chủ tịch Ủy ban nhân dân huyện được thực hiện thế nào?
167508,fold_2,1,3,>100,1.0,1.0,0,Phòng Tổ chức Hành chính Trường Nghiệp vụ Thuế thực hiện những nhiệm vụ nào?
40112,fold_2,2,1,6,1.0,1.0,0,Điều chỉnh và công bố quy trình vận hành công trình thủy lợi?
155616,fold_3,2,2,1,1.0,1.0,0,Nếu tài sản bảo đảm là quyền sử dụng đất và người nhận bảo đảm đang giữ Giấy chứng nhận quyền sử dụng đất thì bên nhận bảo đảm có nghĩa vụ giao Giấy chứng nhận cho chủ thể khác không?
150938,fold_2,1,19,47,1.0,1.0,0,Nước sạch dùng trong sinh hoạt đạt chuẩn thì hàm lượng chì và thủy ngân phải dưới ngưỡng bao nhiêu?
163798,fold_0,1,1,65,1.0,1.0,0,Hồ sơ đề nghị xác nhận là người gốc Việt Nam gồm những tài liệu gì?
48998,fold_3,1,17,75,1.0,1.0,0,Công ty không cho người lao động xin nghỉ không hưởng lương thì có bị phạt không?
115558,fold_1,1,18,2,1.0,1.0,0,Bệnh dại là gì?
161498,fold_1,1,1,6,1.0,1.0,0,"Quyết định truy nã phải ghi những nội dung gì trong trường hợp bị can, bị cáo phạm nhiều tội?"
126636,fold_0,1,>100,1,1.0,1.0,0,Các bước tiến hành phẫu thuật điều trị lõm mắt bằng kỹ thuật ghép mỡ và vá sàn hốc mắt thực hiện như thế nào?
68000,fold_1,1,8,4,1.0,1.0,0,Thân nhân của thương binh có được hưởng những chế độ ưu đãi gì không khi trực tiếp chăm sóc cho thương binh?
33868,fold_2,1,92,8,1.0,1.0,0,"Thành viên của ban giám khảo Cuộc thi khoa học kỹ thuật cấp quốc gia cần đáp ứng những tiêu chuẩn, điều kiện gì?"
135768,fold_3,3,8,86,0.6666666666666666,0.6666666666666666,0,10 khoản thu nhập chịu thuế TNCN năm 2023 là gì?
160004,fold_0,1,2,11,1.0,1.0,0,Quỹ đầu tư chứng khoán có thể được sáp nhập với một quỹ khác để tiến hành hoạt động được hay không?
120474,fold_4,1,1,1,1.0,1.0,0,Phương pháp xác định tỷ lệ phần trăm tổn thương cơ thể?
65972,fold_3,1,1,3,1.0,1.0,0,Cơ quan nào chi trả tiền bồi dưỡng cho công chức làm công tác tiếp công dân tại Trụ sở tiếp công dân cấp Thành phố?
38824,fold_2,1,2,1,1.0,1.0,0,"Thành viên Hội đồng khen thưởng, kỷ luật của Đoàn Luật sư Việt Nam phải có tiêu chuẩn gì?"
167916,fold_4,1,>100,25,1.0,1.0,0,"Không kiểm định định kỳ trong quá trình sử dụng các loại máy móc có yêu cầu nghiêm ngặt về an toàn, vệ sinh lao động bị xử phạt như thế nào?"
3662,fold_3,1,7,>100,1.0,1.0,0,Tiến hành chiết khấu thương mại thì có phải đăng ký không?
17910,fold_3,1,3,5,1.0,1.0,0,Doanh nghiệp mua tem thuốc lá nhưng không dùng hết thì có được bán lại không?
132508,fold_0,1,>100,87,1.0,1.0,0,"Thủ tục giải thể trường trung cấp công lập trực thuộc bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ thế nào?"
51028,fold_2,3,49,3,0.3333333333333333,0.3333333333333333,0,Mức lương của sĩ quan nghiệp vụ được bổ nhiệm vào ngạch Thanh tra viên cao cấp Công an nhân dân là bao nhiêu?
164996,fold_1,1,1,>100,1.0,1.0,0,Quản tài viên có những hình thực hành nghề và có thể đăng ký được bao hình thức hành nghề cùng lúc?
136816,fold_3,2,3,1,1.0,1.0,0,Người thôi giữ chức vụ lãnh đạo hoặc được bổ nhiệm vào chức vụ khác mà phụ cấp thấp hơn do tinh giản biên chế thì được hưởng chính sách gì?
25504,fold_2,1,17,23,1.0,1.0,0,Ngày môi trường thế giới là ngày mấy?
154576,fold_0,1,>100,13,1.0,1.0,0,"Hồ sơ thanh toán vốn đầu tư công chi trả bồi thường chấm dứt hợp đồng trước thời hạn cho nhà đầu tư, doanh nghiệp dự án?"
78874,fold_2,1,17,>100,1.0,1.0,0,Có thể gửi hồ sơ đề nghị cấp Giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm online được không?
22762,fold_0,1,22,>100,1.0,1.0,0,Một vi bằng được xem là hợp pháp khi đảm bảo các điều kiện về nội dung và hình thức như thế nào?
43498,fold_4,1,7,18,1.0,1.0,0,Mức hưởng bảo hiểm xã hội 1 lần là bao nhiêu?
70548,fold_2,1,>100,>100,0.0,0.0,0,Người sắp ra nước ngoài dự thi người đẹp nhưng nhận quyết định thi hành án phạt tù thì có được tạm hoãn ngồi tù để đi thi không?
78318,fold_3,1,2,>100,1.0,1.0,0,"Hành vi sử dụng hóa đơn, chứng từ không hợp pháp là những hành vi nào?"
113228,fold_1,1,1,18,1.0,1.0,0,Việc đánh giá chất lượng đập và những công trình liên quan thuộc công trình thủy lợi sẽ có những mức độ nào?
152656,fold_1,1,14,1,1.0,1.0,0,Trong trường hợp chứng cứ và giải trình của đối tượng thanh tra chưa rõ không thể đưa ra được kết luận thì Trưởng đoàn thanh tra phải giải quyết như thế nào?
151396,fold_1,1,16,16,1.0,1.0,0,Giảng viên của Đại học quốc gia có những quyền lợi và nghĩa vụ gì theo quy định pháp luật hiện hành?
39992,fold_0,1,70,1,1.0,1.0,0,Công ty đại chúng có phải mở tài khoản phong tỏa khi chào bán cổ phiếu ra công chúng không?
20674,fold_1,1,1,1,1.0,1.0,0,Lưới khống chế độ cao trong công trình đê điều được quy định như thế nào?
76684,fold_1,1,1,>100,1.0,1.0,0,Có được phép ký nhiều lần hợp đồng lao động xác định thời hạn với cùng một người lao động không?
160024,fold_2,1,2,>100,1.0,1.0,0,"Bộ Nội vụ có trách nhiệm như thế nào trong việc thực hiện Dự án hoàn thiện, hiện đại hóa hồ sơ, bản đồ địa giới hành chính?"
79816,fold_3,1,2,6,1.0,1.0,0,Việc công bố thông tin bán đấu giá cổ phần được quy định như thế nào?
23922,fold_4,1,6,7,1.0,1.0,0,Người nhận cổ phần chuyển nhượng được xem là thành viên công ty cổ phần từ thời điểm nào?
74448,fold_1,1,8,6,1.0,1.0,0,Công ty xổ số kiến thiết sử dụng lồng cầu quay số không bảo đảm yêu cầu quản lý sẽ bị xử phạt vi phạm hành chính thế nào?
752,fold_1,2,19,38,0.5,0.5,0,Trường hợp thành lập nhà trẻ tư thục khi chưa được cho phép thì bị xử phạt hành chính không? Mức xử phạt bao nhiêu?
116806,fold_1,1,22,2,1.0,1.0,0,"Sửa đổi, bổ sung đối với xử phạt bảo vệ môi trường biển do tàu thuyền gây ra?"
8976,fold_4,1,3,1,1.0,1.0,0,Người nhập khẩu vật nuôi sống làm thực phẩm nhưng lại nuôi làm giống thì có bị xử phạt hành chính không?
141804,fold_3,1,1,47,1.0,1.0,0,Tư vấn nghề nghiệp tại các cơ sở giáo dục nghề nghiệp được quy định như thế nào?
35814,fold_2,1,1,5,1.0,1.0,0,Chiếu xạ công chúng là gì?
105408,fold_3,1,1,1,1.0,1.0,0,Cơ quan nào có trách nhiệm xây dựng tiêu chuẩn kỹ thuật in đúc tiền Việt Nam?
30034,fold_2,1,10,3,1.0,1.0,0,Không mang theo Giấy chứng nhận kiểm định khi điều khiển xe cơ giới tham gia giao thông thì bị xử phạt vi phạm hành chính như thế nào?
137448,fold_0,1,12,1,1.0,1.0,0,Người khuyết tật được tiếp cận với các chương trình phim ảnh như thế nào?
156304,fold_4,1,>100,5,1.0,1.0,0,"Căn cứ, nguyên tắc tổ chức thi hoặc xét thăng hạng chức danh nghề nghiệp ra sao?"
11602,fold_0,1,2,58,1.0,1.0,0,Nội dung phương án phát triển cụm công nghiệp có bao gồm nội dung về giải pháp xử lý hiện trạng môi trường hay không?
25564,fold_3,1,1,14,1.0,1.0,0,Thẩm quyền xếp loại chất lượng công chức cấp trung ương thuộc về cơ quan nào?
93622,fold_3,1,34,76,1.0,1.0,0,Ai có quyền bổ nhiệm Kiểm tra viên cao cấp của VKSND cấp cao?
81058,fold_1,1,60,>100,1.0,1.0,0,Hướng dẫn thời gian xét danh hiệu Lao động tiên tiến 2023 như thế nào?
147452,fold_2,1,1,35,1.0,1.0,0,Thủ tục bổ nhiệm giám đốc bệnh viện công như thế nào?
19170,fold_0,1,4,1,1.0,1.0,0,Thực hiện lập danh sách chi trả trợ cấp thất nghiệp của phòng Chế độ BHXH ra sao?
87440,fold_1,1,1,41,1.0,1.0,0,Viên chức đã nghỉ việc thì có thể làm Thừa phát lại hay không?
123418,fold_4,1,2,5,1.0,1.0,0,Việc cấp phép tài nguyên nước phải trên cơ sở các căn cứ nào?
82254,fold_3,1,5,49,1.0,1.0,0,Công nghệ chế tạo máy trình độ cao đẳng là ngành nghề như thế nào?
167472,fold_0,1,1,10,1.0,1.0,0,Có được giả mạo giấy tờ để làm sai lệch kết quả trưng cầu ý dân không?
132026,fold_1,1,1,1,1.0,1.0,0,Yêu cầu về kênh giao tiếp đối với hệ thống công nghệ áp dụng vào việc hoàn thuế GTGT cho người nước ngoài tại Việt Nam?
92480,fold_3,1,5,1,1.0,1.0,0,Hội đồng đánh giá hàng nông lâm sản Việt Nam chất lượng cao và uy tín thương mại cấp Bộ làm việc theo nguyên tắc nào?
122214,fold_4,1,4,18,1.0,1.0,0,Văn phòng đăng ký đất đai là gì?
114306,fold_1,1,3,55,1.0,1.0,0,Những thông tin nào thuộc danh mục bí mật nhà nước?
94658,fold_1,1,1,>100,1.0,1.0,0,Ngoài cơ chế hoạt động thì Quy chế hoạt động của Hội đồng quản lý đơn vị sự nghiệp công lập trong lĩnh vực thông tin truyền thông còn có những nội dung gì?
92564,fold_4,1,1,11,1.0,1.0,0,Thế nào là tội bạo loạn?
37570,fold_2,1,1,9,1.0,1.0,0,Phần sở hữu chung trong nhà chung cư khi mua chung cư mini là gì?
158722,fold_0,1,14,5,1.0,1.0,0,Thực hiện thủ tục công nhận hạng cơ sở lưu trú du lịch là khách sạn có cần phải đóng phí thẩm định hay không?
31922,fold_3,1,38,11,1.0,1.0,0,Điều kiện để được hưởng chế độ thai sản như thế nào?
167424,fold_4,1,10,92,1.0,1.0,0,Thực hiện báo cáo kiểm toán về báo cáo tài chính là nhằm mục đích gì?
90050,fold_1,1,>100,3,1.0,1.0,0,Liệt sĩ mất sớm mà không có vợ con thì ai sẽ là người có trách nhiệm thờ cúng?
150572,fold_2,1,1,1,1.0,1.0,0,Thành viên Ban kiểm soát Tổng công ty Xi măng Việt Nam có những quyền hạn gì?
28952,fold_4,1,5,77,1.0,1.0,0,Khi đơn phương chấm dứt hợp đồng lao động trái luật công ty có nghĩa vụ gì?
142282,fold_1,1,2,3,1.0,1.0,0,"Nghĩa vụ chịu chi phí xem xét, thẩm định tại chỗ tố tụng dân sự?"
126786,fold_4,1,1,35,1.0,1.0,0,Phải đáp ứng những tiêu chí nào để được công nhận nghề truyền thống?
9170,fold_1,1,2,1,1.0,1.0,0,"Để trở thành thành viên Hội đồng thành viên VINATEX cần đáp ứng điều kiện, tiêu chuẩn gì?"
115746,fold_0,1,1,1,1.0,1.0,0,Ban Chấp hành Liên hiệp các tổ chức hữu nghị địa phương thuộc Liên hiệp các tổ chức hữu nghị Việt Nam do ai bầu?
83400,fold_0,1,40,>100,1.0,1.0,0,Việc cấp chứng chỉ hành nghề xây dựng hiện nay được quy định thế nào?
94438,fold_3,1,1,>100,1.0,1.0,0,Pháp luật quy định về trách nhiệm của đối tác liên kết trong việc liên kết xuất bản như thế nào?
100160,fold_2,1,3,2,1.0,1.0,0,Gia đình người khuyết tật được hưởng học bổng phải chuẩn bị những hồ sơ gì khi theo học tại cơ sở giáo dục công lập?
11486,fold_3,1,16,6,1.0,1.0,0,Hồ sơ xin cấp lại giấy chứng nhận đủ điều kiện đảm bảo an toàn cho chữ ký số chuyên dùng khi giấy chứng nhận hết hạn cần những giấy tờ gì?
124538,fold_3,1,1,3,1.0,1.0,0,"Tổ chức, doanh nghiệp được quyền sửa chữa vũ khí có trách nhiệm gì?"
123532,fold_3,1,32,1,1.0,1.0,0,Trường hợp nào thì quá cảnh hàng hóa đối với hàng hóa cấm nhập khẩu không cần xin giấy phép quá cảnh hàng hóa?
129686,fold_4,1,1,3,1.0,1.0,0,Phóng viên nước ngoài thường trú tại Việt Nam có yêu cầu hoạt động báo chí tại cơ quan thuộc Bộ Quốc phòng cần gửi hồ sơ đề nghị như thế nào?
3558,fold_2,1,97,9,1.0,1.0,0,Ký hợp đồng dịch vụ với tổ chức không cư trú có được thanh toán bằng ngoại tệ
25182,fold_3,1,2,1,1.0,1.0,0,Đối với nho quả tươi hạng I thì chùm quả có được thay đổi về kích cỡ không?
156482,fold_1,1,1,5,1.0,1.0,0,Đối tượng được sử dụng ngoại hối trên lãnh thổ Việt Nam là ai?
9654,fold_1,1,6,26,1.0,1.0,0,Mức hưởng chế độ tai nạn lao động từ bảo hiểm xã hội được tính như thế nào?
18456,fold_4,1,1,1,1.0,1.0,0,Hội đồng thành viên VINALINES là gì?
135284,fold_3,1,1,19,1.0,1.0,0,Cơ quan nào có thẩm quyền cấp Giấy chứng nhận đăng ký quyền sở hữu tàu bay?
21842,fold_0,1,7,>100,1.0,1.0,0,Thời hạn giữ chức vụ lãnh đạo trong tổ chức Công đoàn theo quy định là bao lâu?
60944,fold_1,1,7,3,1.0,1.0,0,"Hết thời hạn giải quyết tố giác tội phạm, Cơ quan điều tra tạm đình chỉ giải quyết tố giác tội phạm khi thuộc trường hợp nào?"
65244,fold_3,1,1,>100,1.0,1.0,0,Nội dung Phiếu lý lịch tư pháp số 1 bao gồm những gì?
14844,fold_2,1,1,1,1.0,1.0,0,"Xác định chủ sở hữu của tài sản bị chôn, giấu, bị vùi lấp, chìm đắm được tìm thấy như thế nào?"
145468,fold_2,1,1,2,1.0,1.0,0,Thuốc thử dùng chẩn đoán bệnh Perkinsus Marinus ở nhuyễn thể hai mảnh nhỏ có những loại nào cần được điều chế?
22848,fold_0,1,3,9,1.0,1.0,0,Các trường hợp người lao động được đơn phương chấm dứt hợp đồng lao động
82006,fold_1,1,1,>100,1.0,1.0,0,Xây dựng kế hoạch thanh tra của Thanh tra Chính phủ theo trình tự ra sao? Hồ sơ gồm những gì?
41828,fold_1,2,1,15,1.0,1.0,0,Pháp luật quy định như thế nào về người khuyết tật?
138482,fold_2,1,20,1,1.0,1.0,0,Có cần gây mê trong quá trình phẫu thuật kết hợp xương gãy xương mác đơn thuần không?
35224,fold_3,1,1,11,1.0,1.0,0,Đăng ký công nhận tiến bộ kỹ thuật công nghệ sinh học tạo ra ở Việt Nam cần chuẩn bị giấy tờ gì?
154376,fold_0,2,14,9,1.0,1.0,0,"Giảm thuế giá trị gia tăng đối với hoạt động cung cấp hàng hóa, dịch vụ có thời điểm lập hóa đơn đặc thù?"
6200,fold_1,1,1,1,1.0,1.0,0,Tàu quân sự nước ngoài đến Việt Nam để sửa chữa chỉ được neo đậu sửa chữa tại đâu?
123518,fold_4,1,1,1,1.0,1.0,0,Thẻ kiểm ngư của công chức kiểm ngư mặt trước có nền màu gì?
64120,fold_2,1,48,62,1.0,1.0,0,Trường hợp công chức vắng mặt tại Hội nghị bổ nhiệm công chức thì có được ủy quyền cho người khác dự thay không?
93936,fold_4,1,1,26,1.0,1.0,0,Ai có quyền ký Quyết định cấp Chứng chỉ Kiểm toán viên nhà nước?
32580,fold_2,1,1,4,1.0,1.0,0,"Quy định về số lượng Phó Chủ tịch UBND khi chia, nhập các đơn vị hành chính cùng cấp ra sao?"
120268,fold_3,1,13,4,1.0,1.0,0,Vi phạm nồng độ cồn khi điều khiển xe máy bị xử phạt mức nào là cao nhất?
71222,fold_2,1,2,11,1.0,1.0,0,Người hi sinh khi tham gia hoạt động cách mạng có được xem là liệt sĩ hay không?
154552,fold_4,1,1,30,1.0,1.0,0,Khi sử dụng Cơ sở dữ liệu quốc gia về pháp luật có các hành vi nào sẽ bị cấm?
103486,fold_1,1,1,68,1.0,1.0,0,Chủ đầu tư cần chuẩn bị hồ sơ thế chấp nhà ở hình thành trong tương lai tại tổ chức tín dụng gồm những gì?
95486,fold_4,1,4,52,1.0,1.0,0,Tiêu chuẩn chung về đạo đức nghề nghiệp của viên chức chuyên ngành văn hóa cơ sở?
98548,fold_0,1,1,49,1.0,1.0,0,Tổ chức tài chính quy mô nhỏ tại Việt Nam có phải là một hình thức của ngân hàng hay không?
139882,fold_0,1,1,2,1.0,1.0,0,Tàu bay thực hiện chuyến bay chuyên cơ của Việt Nam phải có ít nhất bao nhiêu chỗ nằm nghỉ cho khách chuyên cơ?
123122,fold_0,1,3,13,1.0,1.0,0,Lập biện pháp an toàn điện trong phương án thi công thực hiện được pháp luật quy định như thế nào?
79226,fold_1,1,10,9,1.0,1.0,0,Xả nước thải chưa xử lý ra môi trường có phải hành vi bị cấm không?
108936,fold_1,1,1,>100,1.0,1.0,0,Bộ luật Hình sự mới nhất 2023 là Bộ luật nào?
97468,fold_0,1,1,43,1.0,1.0,0,Hoạt động đầu tư xây dựng phải đảm bảo nguyên tắc gì?
102028,fold_0,1,1,4,1.0,1.0,0,Ngoài nhóm phân bón hữu cơ thì còn những nhóm phân bón nào được pháp luật quy định?
105044,fold_1,1,1,5,1.0,1.0,0,Thực phẩm nhập khẩu thì hồ sơ đăng ký bản công bố sản phẩm bao gồm những gì?
84560,fold_0,1,5,26,1.0,1.0,0,"Khái niệm về xử lý đơn trong việc tiếp nhận, phân loại, xử lý đơn khiếu nại, đơn kiến nghị, phản ánh?"
101670,fold_2,1,19,13,1.0,1.0,0,"Kinh phí thực hiện yêu cầu về bảo đảm an toàn, an ninh thông tin theo cấp độ được bố trí từ đâu?"
1486,fold_1,2,19,69,0.5,0.5,0,Hộ kê khai sử dụng hoá đơn điện tử được quy định như thế nào?
29954,fold_1,1,21,12,1.0,1.0,0,Thủ tướng Chính phủ có thẩm quyền giao quản lý bến cảng cho đối tượng quản lý hay không?
57284,fold_3,1,1,1,1.0,1.0,0,Trình tự xử lý kỷ luật đối với Chính trị viên Ban chỉ huy quân sự cấp xã bị kỷ luật tước danh hiệu Dân quân tự vệ thực hiện thế nào??
20302,fold_4,1,1,1,1.0,1.0,0,Chủ hàng hóa quá cảnh của Campuchia trên lãnh thổ Việt Nam muốn được tiêu thụ hàng hóa quá cảnh thì hồ sơ đề nghị gồm những gì?
112924,fold_0,1,3,3,1.0,1.0,0,Đánh giá điều kiện sản xuất thức ăn chăn nuôi như thế nào?
10550,fold_3,1,1,5,1.0,1.0,0,Người được mời làm hội viên danh dự của Hội kế toán và Kiểm toán Việt Nam có phải đóng Hội phí không?
156680,fold_0,1,7,3,1.0,1.0,0,Các phương tiện giao thông nào thuộc phương tiện được ưu tiên khi tham gia giao thông ngoài xe cấp cứu và xe cứu hỏa?
142876,fold_1,1,4,5,1.0,1.0,0,Thực hiện tăng vốn điều lệ thì công ty đầu tư chứng khoán phải điều chỉnh Giấy phép thành lập và hoạt động kể từ thời điểm nào?
60828,fold_2,1,1,43,1.0,1.0,0,"Các cơ quan, tổ chức nào có trách nhiệm trong việc xác định chi phí tiền lương, chi phí nhân công trong giá, đơn giá sản phẩm, dịch vụ công sử dụng kinh phí ngân sách nhà nước?"
6802,fold_3,1,24,99,1.0,1.0,0,Viên chức có được thay đổi chức danh nghề nghiệp hay không?
77434,fold_1,1,1,13,1.0,1.0,0,Những trường hợp nào được xem xét không xử lý vi phạm điều lệnh Công an nhân dân?
104474,fold_2,1,3,>100,1.0,1.0,0,Thế nào là tranh chấp lao động?
90678,fold_1,1,2,1,1.0,1.0,0,Kiến trúc Chính phủ điện tử ngành tài nguyên và môi trường được hiểu như thế nào?
168554,fold_0,1,15,>100,1.0,1.0,0,Trình tự thực hiện đăng ký giám hộ online được thực hiện như thế nào?
13986,fold_0,1,8,2,1.0,1.0,0,Phạm vi nghĩa vụ được bảo đảm như thế nào?
670,fold_1,1,2,>100,1.0,1.0,0,Sau khi tốt nghiệp ngành chế tạo thiết bị cơ khí trình độ trung cấp thì người học có thể làm những công việc nào?
52792,fold_0,1,>100,1,1.0,1.0,0,Việc xử lý kết quả đánh giá đáp ứng GACP được quy định như thế nào?
50752,fold_2,1,3,51,1.0,1.0,0,Chủ sở hữu trong hoạt động giám sát doanh nghiệp nhà nước có quyền và nhiệm vụ như thế nào?
91686,fold_2,1,>100,4,1.0,1.0,0,Dược sĩ chính có nhiệm vụ gì? Có bắt buộc phải có bằng thạc sĩ dược học mới được làm dược sĩ chính không?
71998,fold_2,1,5,9,1.0,1.0,0,Việc thanh toán hợp đồng lựa chọn nhà thầu được quy định như thế nào?
68802,fold_1,1,7,6,1.0,1.0,0,Xe ô tô khi phục nhu cầu công tác phải có đủ các loại giấy tờ hợp lệ nào?
154154,fold_3,1,6,25,1.0,1.0,0,Chương trình bồi dưỡng thường xuyên dành cho giáo viên mầm non do cơ quan có thẩm quyền nào ban hành?
16998,fold_0,1,2,5,1.0,1.0,0,Chủ tịch Ủy ban nhân dân các cấp có thẩm quyền xử phạt đối với hành vi người dân tự làm rào chắn cản trở giao thông qua lại hay không?
97872,fold_0,1,18,1,1.0,1.0,0,Người trực tiếp điều khiển phương tiện giao thông đường sắt phục vụ dây chuyền công nghệ của doanh nghiệp dừng phương tiện giao thông đường sắt khẩn cấp khi nào?
88178,fold_3,1,2,55,1.0,1.0,0,Tìm được việc làm mới còn được hưởng trợ cấp thất nghiệp không?
90300,fold_2,2,24,2,1.0,1.0,0,Chồng cho người khác vay tiền thì vợ có quyền yêu cầu tuyên bố giao dịch vô hiệu không?
139282,fold_2,1,1,1,1.0,1.0,0,Người đăng ký dự thi lấy chứng chỉ kiểm toán viên có được phép nhờ người khác thi hộ không?
13194,fold_1,1,8,3,1.0,1.0,0,"Các loại thuế khai theo tháng, khai theo quý, khai theo năm, khai theo từng lần phát sinh nghĩa vụ thuế và khai quyết toán thuế?"
150580,fold_3,1,6,3,1.0,1.0,0,Trong phòng bệnh truyền nhiễm người tử vong phải được tổ chức mai táng trong bao lâu?
117574,fold_4,1,3,1,1.0,1.0,0,"Việc theo dõi, giáo dục, giúp đỡ trại viên đã chấp hành xong quyết định áp dụng biện pháp đưa vào cơ sở giáo dục bắt buộc gồm những nội dung nào?"
99134,fold_0,2,9,6,0.5,0.5,0,Cần chuẩn bị những giấy tờ gì để thực hiện cấp lại giấy chứng nhận đăng ký tàu công vụ thủy sản do bị mất?
74584,fold_0,1,2,1,1.0,1.0,0,Quy định về thực hiện thu phí điện tử không dừng?
108700,fold_1,1,1,3,1.0,1.0,0,Ai phải nộp lệ phí trước bạ?
110216,fold_1,2,16,1,1.0,1.0,0,Có thể xác định ngày tháng sinh dựa vào ngày đăng ký kết hôn không?
145744,fold_2,1,29,9,1.0,1.0,0,Thực hiện thủ tục cấp giấy chứng nhận kiểm dịch thực vật xuất khẩu bằng cách nào?
103494,fold_3,1,1,1,1.0,1.0,0,Quy định về cách xếp lương chức danh nghề nghiệp đối với viên chức chuyên ngành thư viện?
21860,fold_4,1,1,2,1.0,1.0,0,Điều kiện để doanh nghiệp được kinh doanh dịch vụ bảo đảm hoạt động bay là gì?
167658,fold_0,1,1,1,1.0,1.0,0,Nghĩa vụ của Quỹ Trái tim vàng Việt Nam được quy định thế nào?
119368,fold_4,1,14,3,1.0,1.0,0,Mẫu bảng thanh toán tiền lương dành cho doanh nghiệp nhỏ và vừa theo Thông tư 133?
121632,fold_3,1,3,13,1.0,1.0,0,Những trường hợp nào không xử phạt vi phạm hành chính?
128162,fold_3,1,4,31,1.0,1.0,0,"Kế hoạch vay, trả nợ công 05 năm gồm có những nội dung gì?"
