qid,question,answer_size,max_gold_frequency,nearest_embedding_cosine,nearest_qid,word_count
51228,Nhiệm vụ của Viện Cơ điện nông nghiệp và Công nghệ sau thu hoạch về nghiên cứu ứng dụng và triển khai là gì?,1,1,0.6454162001609802,121174,24
41074,"Điều kiện để thiết bị phát, thu-phát sóng vô tuyến điện dùng trong các nghiệp vụ thông tin vô tuyến cố định hoặc di động mặt đất được công bố hợp quy theo quy định mới?",1,1,0.5882327556610107,85474,36
83972,Kiểm soát viên EVN có được kiêm nhiệm chức vụ Tổng giám đốc của doanh nghiệp khác không?,1,2,0.5926523804664612,65544,18
41534,Phân loại kế hoạch đầu tư công,1,7,0.6246563792228699,50102,7
106038,"Loại tài sản nào được dùng để giao cho cơ quan của Đảng quản lý, sử dụng?",1,2,0.8335778117179871,32224,17
79922,"Cách tính và nguồn kinh phí chi trả chế độ phụ cấp độc hại, nguy hiểm được quy định như thế nào?",1,3,0.7758998870849609,34146,22
25232,Không thực hiện niêm yết giá thuốc sẽ bị xử phạt như thế nào theo quy định mới nhất hiện nay?,1,16,0.7028090357780457,163438,21
148984,Trách nhiệm quản lý tài liệu lưu trữ điện tử của Bộ Nội vụ được quy định ra sao?,1,2,0.5800240635871887,165938,19
95300,"Giám đốc Bảo hiểm xã hội Thành phố Hồ Chí Minh do ai bổ nhiệm, miễn nhiệm?",1,2,0.7940309047698975,36608,17
109926,Bộ Văn hóa Thể thao và Du lịch thực hiện giám sát hoạt động của Quỹ hỗ trợ phát triển du lịch như thế nào?,1,2,0.74570232629776,45016,25
12150,Những dấu hiệu nào không được bảo hộ nhãn hiệu?,1,29,0.6655102968215942,127240,10
126182,Cách xác định chiến sỹ công an nhiễm với HIV do tai nạn rủi ro nghề nghiệp ra sao?,2,1,0.6338706612586975,95442,19
10516,Kinh phí bảo đảm tuyển chọn đào tạo sĩ quan dự bị do ai chi trả?,2,3,0.781358540058136,46330,16
41608,Tiểu đội trưởng Dân quân cơ động được hưởng mức phụ cấp chức vụ chỉ huy Dân quân tự vệ là bao nhiêu?,1,3,0.6350988149642944,160660,23
163776,Việc niêm yết công khai văn bản tố tụng sẽ do cơ quan nào thực hiện?,1,45,0.7541007995605469,161900,16
124386,Đối với doanh nghiệp bảo hiểm khi giải thể cần chuẩn bị hồ sơ như thế nào?,1,2,0.6518529653549194,158596,17
39138,Có được đơn phương chấm dứt hợp đồng ủy quyền không?,1,90,0.8112744688987732,35588,11
92768,Khoa Khám bệnh đa khoa và điều trị ngoại trú được bố trí như thế nào để đảm bảo tiêu chuẩn thiết kế mới bệnh viện đa khoa?,1,3,0.7008121013641357,90682,28
61034,Ai là người chủ trì xây dựng Dự thảo kết luận thanh tra chuyên ngành ngân hàng?,1,1,0.6592855453491211,14774,17
3852,Hội đồng xét xử phúc thẩm hủy bản án hình sự sơ thẩm để điều tra lại trong những trường hợp nào?,1,74,0.7532870173454285,35786,22
23936,Phương thức chi trả học bổng chính sách và các khoản hỗ trợ khác được quy định như thế nào?,1,1,0.6520459651947021,8764,20
12236,Điều kiện và hồ sơ dự tuyển vào trường phổ thông dân tộc nội trú là gì?,1,1,0.774298906326294,71770,17
135976,Chứng minh hải quan có hình dáng như thế nào?,1,3,0.7449573278427124,5638,10
166904,Quyền của người Việt Nam định cư ở nước ngoài đối với nhà ở như thế nào?,1,29,0.748226523399353,141652,17
62442,Hành vi khai thác khoáng sản trong hành lang bảo vệ nguồn nước gây sạt lở bờ sông bị xử phạt vi phạm hành chính thế nào?,1,7,0.6407370567321777,137286,27
62648,Hàng bán trả lại có xuất hóa đơn hay không?,1,21,0.6588680744171143,159032,10
15412,"Hồ sơ sửa đổi, bổ sung Giấy chứng nhận đủ điều kiện hoạt động dịch vụ giám định/đánh giá công nghệ bao gồm những loại tài liệu nào?",1,1,0.6920637488365173,107944,28
14782,Phương pháp kế toán một số giao dịch kinh tế chủ yếu đối với tài khoản 515 doanh thu hoạt động tài chính như thế nào?,1,2,0.8255215287208557,62338,26
214,Các khoản nợ công của chính quyền địa phương bao gồm những loại nào?,1,5,0.6255694031715393,11098,14
116646,Công tác trợ giúp trẻ em bị ảnh hưởng bởi HIV (AIDS) được thực hiện theo những nguyên tắc nào?,1,1,0.5039616823196411,49956,20
54648,Nguyên tắc tuyển dụng công chức được quy định như thế nào?,2,19,0.868921160697937,65588,12
24298,Trường hợp chuyển tiếp đăng ký thế chấp quyền tài sản phát sinh từ hợp đồng mua bán nhà ở thì hồ sơ yêu cầu gồm những gì?,1,4,0.8738842010498047,66356,28
4250,Các tình tiết giảm nhẹ trách nhiệm hình sự là những tình tiết nào?,1,109,0.9099734425544739,68580,14
33668,Bằng lái xe hạng D có thời hạn 5 năm đúng không?,1,15,0.7367786169052124,77282,12
123016,Tôi đến phòng Cảnh sát giao thông Tỉnh để cấp biển số xe được không?,1,12,0.6651204824447632,15880,15
35660,Việc đánh giá thường xuyên trong Chương trình xóa mù chữ được quy định như thế nào?,1,3,0.8309360146522522,66074,17
102718,Những nội dung nào liên quan công tác hậu kiểm về an toàn thực phẩm năm 2023?,4,5,0.6136019229888916,38232,17
72190,Điều kiện tiêu chuẩn của kế toán trưởng được quy định như thế nào?,1,14,0.8817771673202515,84510,14
113552,"Có những biện pháp phòng ngừa, ngăn chặn sự cố về an toàn thực phẩm nào?",1,15,0.5765855312347412,154908,16
52044,Mẫu Quyết định thu hồi tài sản của đối tượng thanh tra ra sao?,2,12,0.6422538757324219,92064,14
77164,Thủ tục hưởng chế độ tai nạn lao động được thực hiện như thế nào?,1,17,0.8148608207702637,9654,15
130316,Người sử dụng lao động chuyển đổi chứng từ dạng giấy sang chứng từ điện tử trong hồ sơ cấp giấy phép lao động cho người lao động nước ngoài thì việc chuyển đổi phải đáp ứng các yêu cầu nào?,1,1,0.5568845272064209,41246,41
38288,Trong trường hợp Bộ trưởng Bộ Xây dựng đi vắng thì Bộ trưởng có được ủy quyền cho Thứ trưởng Bộ Xây dựng không?,1,1,0.5966349840164185,164392,24
142130,Cơ cấu tổ chức của Thanh tra Cục Hàng không Việt Nam được quy định thế nào?,1,2,0.9193928837776184,99344,17
110822,Khi nào thì chấm dứt hợp đồng dầu khí?,1,5,0.8316706418991089,44146,9
157554,Thời hiệu yêu cầu Tòa án giải quyết tranh chấp lao động do công ty không trả lương cho người lao động là bao lâu?,1,108,0.6683177947998047,89886,25
80740,Đảng viên vi phạm được hiểu như thế nào?,1,14,0.7999016642570496,57670,9
119914,"Phiếu công bố mỹ phẩm có thời hạn bao lâu, khi hết hạn có phải công bố lại?",1,1,0.5626564621925354,28850,18
159870,Biên bản họp Hội đồng thành viên công ty trách nhiệm hữu hạn hai thành viên trở lên gồm có những nội dung gì?,1,58,0.6193833947181702,78438,24
97080,Trường hợp các bên không có thỏa thuận lựa chọn một Tòa án cụ thể thì thẩm quyền của Tòa án được xác định như thế nào?,1,6,0.5875709652900696,103566,27
34972,Chứng thư số do tổ chức cung cấp dịch vụ chứng thực chữ ký số chuyên dùng Chính phủ cấp có giá trị bao lâu?,1,12,0.8150650262832642,98408,25
141140,Quy định về việc lấy mẫu và thử nghiệm thức ăn chăn nuôi?,1,8,0.8622146844863892,51698,13
137258,Ai không có quyền đăng ký thành lập công ty?,1,58,0.6617866158485413,101126,10
163148,"Công tác cứu nạn đường bộ trên quốc lộ phải được tiến hành khẩn trương, kịp thời theo phương châm thế nào?",1,1,0.6018359661102295,112066,22
155620,Người được cấp chứng chỉ của hệ thống giáo dục quốc dân có nghĩa vụ như thế nào?,1,6,0.5545886754989624,31278,18
152296,Vụ Cơ sở vật chất thuộc Bộ Giáo dục và Đào tạo là thành viên Ban chỉ đạo các Chương trình mục tiêu quốc gia của Bộ đúng không?,1,4,0.6166123747825623,129688,29
61758,Không ghi nhãn phụ vào hàng hóa nhập khẩu phục vụ mùa tết thương nhân bị xử lý như thế nào?,1,1,0.6857263445854187,70612,21
35482,Có được sử dụng khoản dự phòng rủi ro của Ngân hàng Nhà nước để xử lý tổn thất trong hoạt động đầu tư chứng khoán trên thị trường tài chính quốc tế hay không?,1,1,0.4783448576927185,150526,35
82698,Huân chương “Chiến sỹ vẻ vang” được xét tặng 2 lần một năm có đúng không?,1,11,0.5779868364334106,168610,16
80028,Giám đốc Trung tâm giáo dục thường xuyên là ai?,1,2,0.6414139866828918,131196,10
104132,"Nhiệm vụ, quyền hạn của Giám đốc đơn vị sự nghiệp công lập thuộc lĩnh vực lưu trữ ra sao?",1,1,0.5530352592468262,50608,20
30172,Nội dung kênh chương trình nào trên dịch vụ phát thanh truyền hình cần chứng minh bản quyền hợp pháp?,1,3,0.8581801056861877,3080,20
141372,Kinh phí thực hiện mới sách giáo khoa giáo dục phổ thông được quy định như thế nào?,1,1,0.5295464992523193,63294,18
44630,Cơ quan hành chính có trách nhiệm gì trong việc cấp thẻ bảo hiểm y tế cho trẻ sơ sinh?,1,1,0.7411940097808838,164024,20
152544,Chánh án Tòa án nhân dân cấp huyện có thể áp dụng các hình thức kiểm tra nào đối với các đơn vị và cá nhân trong Tòa án?,1,3,0.7769155502319336,166812,29
144288,Có cấp phép hoạt động cho trụ bơm xăng tự động không?,2,9,0.662080705165863,27546,12
85674,"Công tác phối hợp kiểm tra, xử lý vi phạm giữa cơ quan Quản lý thị trường và cơ quan Quản lý giá phải tuân thủ những yêu cầu nào?",1,1,0.5551062226295471,53918,30
25306,Quy trình thao tác trong hệ thống điện quốc gia được thực hiện trong giờ có nhu cầu sử dụng điện cao trong trường hợp nào?,1,1,0.43523746728897095,122894,26
74494,Trình tự cấp Giấy phép thành lập và hoạt động của tổ chức tương hỗ cung cấp bảo hiểm vi mô ra sao?,1,6,0.7825922966003418,74818,23
84026,"Hệ thống thông tin báo cáo của Bộ Văn Hoá, Thể thao và Du lịch được áp dụng theo nguyên tắc gì?",1,1,0.6984847784042358,149704,22
142984,Bước chuẩn bị trước khi phẫu thuật điều trị giả phồng động mạch do tiêm chích ma túy như thế nào?,1,7,0.5857008695602417,121462,21
147936,Hội đồng khoa học công nghệ cơ sở do ai thành lập?,1,2,0.6371309757232666,45870,12
116672,Bề mặt trần cần đáp ứng những yêu cầu gì về hoàn thiện công trình khi thiết kế mới Bệnh viện đa khoa?,1,3,0.7094758749008179,90682,23
102396,Đánh giá thử việc đạt mà lại không ký hợp đồng lao động sau khi kết thúc thử việc bị xử phạt thế nào?,1,27,0.6793181300163269,103654,24
166382,"Lập, phê duyệt, gửi báo cáo giám sát an toàn vi mô đột xuất phải dựa trên nguyên tắc nào?",1,2,0.43021780252456665,133912,20
86032,Di chúc miệng có phải là di chúc hợp pháp không?,1,90,0.7787624597549438,30404,11
137294,Thành viên tổ hợp tác có thể đóng góp bằng những gì?,1,1,0.6089904308319092,122986,12
5028,Quy trình giới thiệu sinh hoạt Đảng ra nước ngoài,1,4,0.5944170355796814,143202,10
37274,Mua phụ tùng vật tư tàu bay do người mua cung cấp sẽ có quy trình về hồ sơ chào hàng ra sao?,1,1,0.4781179428100586,53206,23
154372,Điều kiện chung để đảm bảo an toàn vệ sinh thực phẩm đối với nhà hàng lẩu nấm là gì?,1,15,0.5631758570671082,140836,20
167912,"Cách thức, nguyên tắc thực hiện điều trị bệnh ấu trùng sán dây lợn?",1,1,0.5978119969367981,168038,14
1680,Báo cáo thẩm định trong quá trình tổ chức lựa chọn nhà thầu gồm những mẫu báo cáo nào?,1,1,0.6946167349815369,96156,19
118792,Trình tự giải quyết văn bản đi của Viện kiểm sát nhân dân tối cao được thực hiện như thế nào?,1,1,0.6134817600250244,143246,21
134792,Ủy thác điều tra vụ án hình sự được quy định thế nào?,1,74,0.8371073007583618,70444,13
42216,Diện tích đất tối thiểu để được tách thửa đất đối với đất nông nghiệp ngoài khu dân cư tại địa bàn tỉnh Sơn La?,1,4,0.9220900535583496,2078,25
9830,Khái niệm về bảo hiểm xã hội,1,65,0.8823053240776062,90374,7
67952,"Biểu mẫu về doanh thu, sản lượng dịch vụ bưu chính?",1,1,0.5780428051948547,83522,11
61386,"Đề xuất sửa đổi, bổ sung quy định tổ chức đấu giá bằng hình thức trực tuyến cụ thể như thế nào?",2,14,0.5058184862136841,34060,22
114984,Điểm liệt thi tốt nghiệp THPT năm 2023 là bao nhiêu?,1,15,0.9754174947738647,37946,11
168480,Ai là người điều hành hoạt động hàng ngày của Tập đoàn Hóa chất Việt Nam?,1,1,0.4996181130409241,80162,16
89402,Quy định pháp luật về người được nhận làm con nuôi,1,11,0.8868423104286194,124642,11
27210,Cơ quan nào có trách nhiệm trong việc bảo vệ môi trường làng nghề?,1,15,0.8462933897972107,157848,14
153224,"Thủ tục kiểm tra nhà nước về đo lường đối với hoạt động thử nghiệm phương tiện đo, chuẩn đo lường gồm mấy bước?",1,5,0.7933208346366882,128438,24
123558,Bên bán khoản phải thu từ hợp đồng cho thuê tài chính là ai?,1,1,0.5134158730506897,125004,14
63196,Trường đại học muốn thực hiện hoạt động đào tạo cần đáp ứng được các điều kiện gì?,1,8,0.6546998023986816,122000,18
167852,Việc điều chuyển tài sản kết cấu hạ tầng hàng hải đối với tài sản bị thu hồi được thực hiện theo trình tự nào?,1,8,0.761505126953125,152140,25
62558,"Thẩm quyền, trình tự, thủ tục đăng ký hoạt động đối với tổ chức khoa học và công nghệ được quy định như thế nào?",1,4,0.6714059114456177,102498,25
48498,Hồ sơ đề nghị thanh toán tiền thưởng hợp đồng đối với gói thầu xây lắp thuộc các dự án giao thông gồm những tài liệu gì?,1,2,0.8837767839431763,58492,27
125618,Việc mở cửa xe ô tô được quy định như thế nào?,1,28,0.9627435207366943,140508,12
105518,Điều khiển xe tải chở vật tư nông nghiệp hết hạn đăng kiểm 10 ngày thì tài xế bị xử phạt như thế nào?,1,64,0.582943320274353,10720,24
120084,Đăng ký và sử dụng thông tin hóa đơn điện tử như thế nào?,1,2,0.8468337655067444,118564,14
108186,"Phí, lệ phí xác minh giấy tờ đi làm việc nước ngoài có thời hạn của các cơ quan, tổ chức được quản lý như thế nào?",1,1,0.5516802072525024,84716,27
164392,Thực hiện việc xây dựng nội dung chính sách thuộc phạm vi chức năng quản lý nhà nước của Bộ Xây dựng căn cứ vào đâu?,1,2,0.5966349840164185,38288,26
98344,Công ty con phải lập báo cáo tài chính như thế nào nếu ngày kết thúc kỳ kế toán khác với ngày kết thúc kỳ kế toán của công ty mẹ?,1,4,0.554925262928009,41786,31
12044,Nhà đầu tư dự án PPP được đề nghị lựa chọn khi đáp ứng các điều kiện nào?,1,10,0.6457958221435547,83538,18
150450,Sàn giao dịch công nghệ quốc gia là gì?,1,1,0.5314737558364868,69162,9
28756,"Sửa đổi quy định về khai, nộp bằng ngoại tệ đối với các khoản thu từ hoạt động tìm kiếm, thăm dò, khai thác dầu khí",1,1,0.4963480532169342,130298,26
28298,Sau khi Đơn vị quản lý vận hành hệ thống điện quốc gia sửa chữa xong các phần tử bị sự cố trên đường dây 500 kV thì cần làm gì?,1,1,0.40857845544815063,17360,31
90926,Các trường hợp tinh giản biên chế cán bộ cấp huyện là các trường hợp nào?,2,65,0.8041287660598755,162264,16
73354,Đơn vị nơi công chức được cử đến biệt phái có tránh nhiệm gửi bản đánh giá phân loại công chức được biệt phái cho những cơ quan nào?,1,1,0.742267906665802,91486,29
46654,Ai chỉ đạo các Cơ quan đại diện Việt Nam ở nước ngoài tổ chức thực hiện hạch toán kế toán khoản thu phí lệ phí trong lĩnh vực ngoại giao?,1,3,0.6634026169776917,84716,31
154774,Sang tên tàu cá dài 15 mét giữa 02 người cùng tỉnh không thực hiện việc đăng ký tàu cá sẽ bị xử phạt như thế nào?,1,7,0.5506371259689331,5800,27
159712,"Thủ tục đăng ký sang tên giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất ra sao?",1,8,0.6628900766372681,133878,28
690,Cơ quan thuế phản hồi về kết quả tiếp nhận và xử lý thông báo hóa đơn sai sót trong bao lâu?,1,21,0.516674280166626,68078,22
37946,Điểm liệt của kỳ thi tốt nghiệp THPT năm 2023 là bao nhiêu?,1,15,0.9754174947738647,114984,13
136386,Có được ký phát séc để ra lệnh cho chính người ký phát thực hiện thanh toán séc hay không?,1,6,0.8715477585792542,12924,20
120526,Xử lý sử dụng giấy phép của công ty khác để hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở nước ngoài ra sao?,1,27,0.7444329261779785,115978,29
12984,Hình phạt bổ sung đối với hành vi mua bán đồ chơi nguy hiểm cho trẻ em ra sao?,1,22,0.6416557431221008,70510,19
105976,"Hạn mức công nhận đất ở đối với trường hợp thửa đất có vườn, ao được ở tỉnh Hòa Bình được quy định ra sao?",1,1,0.6168211102485657,10936,25
26844,Ai có quyền phê duyệt tỷ lệ chi cho hoạt động quản lý Quỹ Ngôi nhà từ thiện?,1,1,0.6466066837310791,106846,18
31884,Quốc hội phê chuẩn đề nghị về việc cách chức Bộ trưởng Bộ Y tế Nguyễn Thanh Long?,1,2,0.5373305678367615,163928,18
47266,Người lao động làm việc tại cở sản xuất hóa chất có cần thiết phải được huấn luyện an toàn hóa chất không?,1,5,0.8367708921432495,58158,23
72144,Kiểm soát viên Tổng công ty Rau quả nông sản kiểm tra bằng những phương pháp gì?,1,1,0.6736107468605042,165434,17
157408,Mục đích của Quản lý nhóm dự án theo quy định là gì?,1,1,0.6317604780197144,142110,13
112034,Doanh nghiệp sản xuất nước đóng chai phải đáp ứng điều kiện nào?,1,3,0.7380543351173401,34596,13
59174,Có thể đăng ký thường trú cho con được sinh ra và khai sinh ở quê vào sổ hộ khẩu của bố mẹ ở thành phố khi đáp ứng điều kiện gì?,1,14,0.6284263134002686,139676,32
16376,"Theo pháp luật Việt Nam hiện hành, quy trình bảo trì công trình xây dựng được quy định như thế nào?",1,11,0.7372876405715942,65296,21
153998,Thời hạn sử dụng của giấy phép lái xe quốc tế là bao lâu?,1,4,0.8544042706489563,95926,14
36374,Cung cấp thiết bị giám sát hành trình cho ngư dân không đảm bảo yêu cầu kỹ thuật bị xử phạt ra sao?,1,7,0.5037325024604797,54984,23
36586,Trốn tránh nghĩa vụ quân sự bị xử phạt như thế nào?,2,15,0.8643965125083923,131676,12
78006,Xe của công ty du lịch để đưa khách du lịch từ khách sạn ra bến xe thì có phải đổi từ biển số xe trắng sang biển số vàng không?,1,12,0.6192735433578491,82676,31
31748,"Tổ trưởng tổ hòa giải ở cơ sở có quyền, nghĩa vụ như thế nào?",1,1,0.8581658005714417,78362,15
74744,Đóng bảo hiểm bao lâu thì được rút BHXH 1 lần?,1,5,0.7555934190750122,83252,11
114182,Hội đồng tư vấn cấp giấy đăng ký lưu hành thuốc do ai thành lập?,1,2,0.6725403666496277,147564,15
119944,Để đăng ký công nhận túi ni lông thân thiện với môi trường thì hồ sơ đăng ký cần phải có những tài liệu nào?,1,1,0.4279289245605469,50634,25
141598,Phụ lái tàu trực tiếp phục vụ chạy tàu cần đáp ứng những tiêu chuẩn gì?,1,8,0.7329736351966858,25784,16
126688,Điều kiện vay vốn gián tiếp từ nguồn vốn của Quỹ phát triển doanh nghiệp nhỏ và vừa cụ thể trong từng trường hợp là gì?,1,3,0.8698320984840393,139298,26
69010,Chánh Thanh tra Bộ Tài chính có quyền xử phạt người không quốc tịch cố tình mua vé xổ số để dự thưởng xổ số tại Việt Nam không?,1,3,0.5339452624320984,153808,29
167124,Hồ sơ yêu cầu thành lập cơ sở cứu hộ loài hoang dã gồm những gì?,1,4,0.48147550225257874,20554,16
152860,Việc theo dõi sau phẫu thuật cắt mống mắt ngoại vi được quy định như thế nào?,1,12,0.7053437232971191,165670,17
123582,"Trình tự, thủ tục cấp lại Giấy chứng nhận đủ điều kiện hoạt động kiểm định xe cơ giới cấp địa phương được quy định như thế nào?",1,2,0.7469119429588318,46112,28
66916,Việc đánh giá về độ tin cậy của bằng chứng kiểm toán có thể dựa trên nguyên tắc nào?,1,1,0.5115963816642761,70448,19
58648,Trường hợp phương tiện vận tải không xuất bến đúng thời gian quy định thì người kinh doanh vận tải trên đường thủy nội địa có trách nhiệm gì?,1,2,0.6261709332466125,108044,29
134924,Xử lý kết quả kiểm tra hồ sơ thuế tại cơ quan thuế như thế nào?,1,11,0.5076485276222229,55694,16
108080,Thực hiện tại Trụ sở Bộ Công Thương đối với việc tổ chức Phiên phân giao hạn ngạch thuế quan nhập khẩu đường theo phương thức đấu giá của Bộ Công Thương?,1,1,0.777665376663208,9548,32
155402,Khuyến nông viên muốn xét thăng hạng chức danh nghề nghiệp khuyến nông viên chính có cần chứng chỉ ngoại ngữ Bậc 3 hay không?,1,1,0.4687313437461853,85330,25
18266,Thẩm quyền chấp thuận chủ trương đầu tư ra nước ngoài do cơ quan nào giải quyết?,1,21,0.8302351236343384,153108,17
167754,Người quản lý di sản thừa kế là ai?,1,90,0.9042223691940308,12014,9
50486,Giải thưởng chất lượng quốc gia được đánh giá dựa trên các tiêu chí nào?,1,1,0.5803042054176331,130144,15
16258,Có phải trúng xổ số Vietlott đi lĩnh thưởng thì sẽ được phát tiền thưởng?,1,3,0.6448307037353516,106104,15
20182,Trình tự cấp Giấy chứng nhận đăng ký hoạt động công nhận tổ chức đánh giá sự phù hợp được quy định thế nào?,1,6,0.721712589263916,148612,24
74818,"Cơ cấu tổ chức, quản lý của tổ chức tương hỗ cung cấp bảo hiểm vi mô có thành viên sáng lập là cá nhân ra sao?",1,6,0.7825922966003418,74494,27
141012,Chánh thanh tra Bộ Tài chính có quyền xử phạt kiểm toán viên ký báo cáo kiểm toán trước ngày ký báo cáo tài chính được kiểm toán không?,1,9,0.6151126027107239,151360,29
83892,Công ty trách nhiệm hữu hạn từ hai thành viên trở lên có vốn góp chi phối của Nhà nước có phải là đối tượng đánh giá hiệu quả hoạt động của doanh nghiệp nhà nước không?,1,3,0.7421375513076782,103802,37
156958,Lợi dụng việc chăm sóc người cao tuổi để trục lợi bị xử phạt như thế nào?,1,9,0.6139496564865112,64828,17
134684,Hướng dẫn công tác y tế trường học năm học 2022-2023,1,1,0.5550554394721985,103014,11
75102,Điểm mới trong sử dụng mã ID khoản phải nộp để tra cứu tình hình xử lý nghĩa vụ thuế tại Cổng TTĐT của Tổng cục Thuế là gì?,1,3,0.5712023377418518,69560,29
104986,Cơ cấu tổ chức của Hội Phòng chống HIV/AIDS Việt Nam bao gồm những cơ quan nào?,1,2,0.8694585561752319,54244,17
105916,Mẫu 01-KT danh mục đề xuất kế hoạch kiểm tra năm của Bộ giáo dục và đào tạo có dạng như thế nào?,1,3,0.5566520094871521,155038,23
115208,Mã số định danh cá nhân là gì?,1,1,0.5950659513473511,34230,8
124264,Ai phải làm báo cáo hoạt động phòng chống HIV/AIDS tại cấp huyện?,1,1,0.5793814063072205,54244,13
56946,"Căn cứ đánh giá công chức, viên chức Tòa án nhân dân như thế nào?",1,1,0.5604333877563477,125508,15
158650,Giấy tờ có giá dùng trong hoạt động chiết khấu giấy tờ có giá khác của chi nhánh ngân hàng nước ngoài phải đáp ứng được những điều kiện nào?,1,2,0.7436892986297607,127820,30
334,Hội Khoa học kỹ thuật Đúc và Luyện kim Việt Nam có các nhiệm vụ như thế nào?,1,1,0.6439016461372375,162262,18
85288,Sau điều trị cấy lại răng bị bật khỏi ổ răng có thể xảy ra biến chứng gì?,1,5,0.5413797497749329,114970,18
109720,Mức độ nào là cơ sở phân cấp tài nguyên các mỏ đá sét được quy định như thế nào?,1,1,0.4246905446052551,167672,20
63596,Kế hoạch phát triển cấp nước được quy định như thế nào?,1,8,0.7634648084640503,166594,12
91826,"Hồ sơ đăng ký tuyển chọn, giao trực tiếp thực hiện nhiệm vụ khoa học và công nghệ cấp quốc gia gồm những gì?",1,1,0.7276833057403564,29794,24
71832,Người thực hiện phát ngôn và cung cấp thông tin cho báo chí của Viện kiểm sát nhân dân cấp cao bao gồm những ai?,1,4,0.7920909523963928,60690,25
136708,Hợp đồng cung ứng dịch vụ sản xuất phần mềm có được giảm thuế giá trị gia tăng không?,1,14,0.8344244360923767,87604,19
166602,Ngân sách nhà nước đầu tư cho giáo dục như thế nào?,1,10,0.6234383583068848,76936,12
27932,Thời hạn của Giấy phép vận tải biển nội địa đối với tàu biển nước ngoài phục vụ 1 cơ sở sản xuất hàng hóa là bao nhiêu năm?,1,1,0.6073743104934692,129276,29
124898,Cơ quan lãnh sự liên lạc với cơ quan đại diện ngoại giao của Nước mình thì được sử dụng những phương tiện nào?,1,7,0.7856389284133911,143754,24
149416,Hồ sơ trình Chủ tịch nước quyết định cách chức Thẩm phán sơ cấp gồm những gì?,2,18,0.8048701286315918,47346,17
67932,"Hạ sĩ quan, chiến sĩ phục vụ có thời hạn trong lực lượng vũ trang đang hưởng phụ cấp sinh hoạt phí có phải đóng góp vào quỹ phòng chống thiên tai hay không?",1,1,0.7126466035842896,71226,34
151008,Cơ sở in xuất bản phẩm trong Quân đội thì phải đáp ứng điều kiện nào mới được cấp phép hoạt động in?,3,5,0.5707374215126038,168438,23
131712,Đơn đăng ký đăng ký cấp sổ đỏ lần đầu trực tiếp tại Văn phòng đăng ký quyền sử dụng đất cấp tỉnh được quy định như thế nào?,1,8,0.7399272322654724,8492,29
83480,"Công tác tuyên truyền, phổ biến pháp luật và hỗ trợ pháp lý cho người khai hải được thực hiện theo nguyên tắc nào?",1,1,0.44432443380355835,58872,24
25322,"Vụ Thanh tra kiểm tra thuộc Tổng cục Hải quan chịu sự quản lý, chỉ đạo của cơ quan nào?",1,1,0.6096646785736084,19420,20
18010,"Thời hiệu xử lý kỷ luật khi Đảng viên vi phạm quy định khoa học công nghệ, chuyển giao công nghệ?",1,14,0.7518090605735779,98520,21
17800,Ai chịu trách nhiệm về việc quản lý tài chính của Quỹ Hỗ trợ vận động viên thể thao Việt Nam?,1,1,0.6115967035293579,108172,21
111368,Việc thu hồi Giấy phép nhận chìm ở biển khi tổ chức được cấp Giấy phép bị phá sản được thực hiện thế nào?,1,3,0.5306470394134521,134884,24
79064,Hiệp hội Thiết kế mẫu và sáng tạo mỹ thuật Việt Nam có phải lập và lưu giữ danh sách các chi hội mà mình thành lập không?,1,3,0.8016562461853027,13896,28
134090,Sẽ có khoảng 20% trường nghề bị xóa sổ trong thời gian tới đúng không?,1,1,0.4293762743473053,109110,15
82428,Khai báo không đầy đủ thông tin của nguồn phóng xạ thì tổ chức bị xử phạt vi phạm hành chính thế nào?,1,2,0.5540869832038879,151652,23
41296,Hồ sơ thông báo thay đổi cổ đông là nhà đầu tư nước ngoài trong Công ty cổ phần chưa niêm yết bao gồm những gì?,1,31,0.5493108034133911,49276,26
129404,Xe tải có hành vi chạy vào làn dành cho xe máy bị xử phạt bao nhiêu tiền?,1,64,0.7405043840408325,49224,18
32874,Trường hợp nào cha mẹ không được nhận trợ cấp tử tuất hằng tháng của con mất có đóng bảo hiểm xã hội?,1,65,0.5603999495506287,106080,23
38856,Hồ sơ tham gia sát hạch để cấp lại giấy phép lái xe trong trường hợp hết thời hạn sử dụng gồm những gì?,1,15,0.7043803334236145,48700,24
74244,Trên Hệ thống dịch vụ công trực tuyến Bộ Tài nguyên và Môi trường thực hiện các giao dịch điện tử gì?,1,1,0.6457741260528564,80856,22
132040,"Quy định về hỗ trợ khi Nhà nước thu hồi đất gồm những nguyên tắc, các khoản hỗ trợ như thế nào?",1,53,0.8187695741653442,46544,22
20980,Thủ tục quản lý hộ chiếu ngoại giao của cán bộ công chức Kiểm toán nhà nước được quy định ra sao?,1,1,0.6225353479385376,153658,22
110020,Việc xây dựng Kế hoạch giải quyết tranh chấp về áp dụng biện pháp quản lý ngoại thương do cơ quan nào thực hiện?,1,8,0.71739661693573,4314,24
124004,Hạn tuổi cao nhất của sĩ quan phục vụ tại ngũ theo cấp bậc quân hàm cấp tướng là bao nhiêu?,1,4,0.7385792136192322,83196,21
