row_index,qid,question,char_len,word_len,count_dieu,count_khoan,count_diem,count_chuong,count_muc,instrument_luat,instrument_bo_luat,instrument_nghi_dinh,instrument_thong_tu,instrument_quyet_dinh,instrument_nghi_quyet,instrument_phap_lenh,instrument_hien_phap,has_explicit_legal_locator,has_instrument_number,has_year,has_version_cue,has_cross_ref_cue,instrument_type_count,has_numeric_expression,has_entity_hint,archetype
932,79486,Hội đồng thành viên Tổng công ty Giấy Việt Nam có nhiệm kỳ bao nhiêu năm?,73,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NUMERICAL_THRESHOLD
933,82084,"Cách xác định quỹ tiền lương, thù lao, tiền thưởng đối với quỹ phát triển hợp tác xã từ ngày 15/8/2022?",103,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,GENERAL_SEMANTIC
934,99554,"Đánh giá, chấm điểm theo tiêu chí lựa chọn tổ chức đấu giá tài sản để đấu giá căn biệt thự được thực hiện ra sao?",113,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,GENERAL_SEMANTIC
935,102094,Nhà đầu tư không phải thực hiện thủ tục chấp thuận chủ trương đầu tư trong trường hợp nào?,90,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
936,107470,Người sử dụng lao động nộp hồ sơ cấp giấy phép lao động cho người lao động nước ngoài khi nào?,94,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
937,161718,Các thỏa thuận hạn chế cạnh tranh thường gặp,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
938,113004,Không thực hiện đăng ký giao dịch cổ phiếu trên sàn Upcom thì có bị phạt gì không?,82,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SANCTION
939,19338,Khi giải quyết đề nghị tống đạt nếu cơ quan đại diện phát hiện địa chỉ của đương sự là công dân Việt Nam ở nước ngoài không có đủ thông tin thì xử lý ra sao?,157,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
940,101894,Người nước ngoài tại Việt Nam được quá cảnh có các quyền gì?,60,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
941,58178,Phẫu thuật gãy mỏm khuỷu phức tạp sẽ chỉ định cho người bệnh khi nào?,69,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
942,97182,Hộ chiếu là gì?,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFINITION
943,165704,Chế độ mặc và tư trang của người bị tạm giam được quy định ra sao?,66,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
944,133222,"Trong vụ việc dân sự, người yêu cầu Tòa án triệu tập người làm chứng phải nộp chi phí cho người làm chứng khi nào?",114,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
945,124768,Quy chế quản lý khu bảo tồn đất ngập nước gồm những nội dung cơ bản nào?,72,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
946,93354,"Nhiệm vụ 2: Hoàn thiện thể chế, chính sách",42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GENERAL_SEMANTIC
947,23644,Giá trị chuyển nhượng lô cổ phần kèm nợ phải thu thấp hơn giá trị ghi trên sổ sách kế toán của doanh nghiệp mua bán nợ thì xây dưng phương án chuyển nhượng như thế nào?,168,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
948,38724,Doanh nghiệp bị tuyên bố phá sản từng đứng ra bảo lãnh cho một doanh nghiệp khác thì có còn phải thực hiện nghĩa vụ khi đã phá sản không?,137,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
949,11260,"Đối tượng hưởng chế độ ưu đãi người có công, thân nhân người có công với cách mạng được quy định như thế nào?",109,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
950,137030,Hoạt động ngoại hối của Ngân hàng nhà nước theo quy định bao gồm những khoản thu nhập nào?,90,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GENERAL_SEMANTIC
951,133616,"Những hạn chế, khuyết điểm, vướng mắc nào sẽ được tập trung giải quyết liên quan đến quản lý và sử dụng đất?",108,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
952,13346,Để giảm thiểu lượng chất thải y tế thì cơ sở y tế cần làm gì?,61,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
953,64476,Giáo viên tiểu học cần đáp ứng những tiêu chuẩn gì trong đạo đức nghề nghiệp?,77,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
954,94008,Trường hợp bầu ủy viên ban chấp hành Đoàn TNCS Hồ Chí Minh thì có áp dụng hình thức bỏ phiếu kín không?,103,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
955,78924,Việc cấp chứng chỉ hành nghề điều dưỡng có phụ thuộc vào hộ khẩu không?,71,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
956,18528,Kiểm tra hồ sơ và chuẩn bị trang thiết bị phục vụ cho kiểm định bất thường bồn chứa khí dầu mỏ hóa lỏng như thế nào?,116,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
957,73544,"Thành viên Hội đồng quản lý có nhiệm vụ, quyền hạn gì?",54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
958,70744,Quyết định chấp thuận chủ trương đầu tư của Thủ tướng Chính phủ bao gồm những nội dung nào?,91,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,GENERAL_SEMANTIC
959,144328,Việc kê đơn thuốc bằng hình thức điện tử được quy định như thế nào?,67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
960,89004,Hồ sơ đề nghị cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của chi nhánh công ty chứng khoán nước ngoài tại Việt Nam gồm những giấy tờ nào?,154,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
961,44928,Phí bảo hiểm trách nhiệm nghề nghiệp tư vấn đầu tư xây dựng được xác định như thế nào?,86,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
962,99898,Phụ cấp thâm niên vượt khung của viên chức loại A3 có dùng để tính đóng bảo hiểm xã hội không?,94,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
963,15208,Ai có quyền bổ nhiệm Tổng giám đốc của VINATABA sau khi được sự đồng ý chấp thuận của Bộ Công Thương?,101,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
964,107922,Muốn chuyển đổi đất nông nghiệp thành đất phi nông nghiệp thì người sử dụng đất cần phải đáp ứng được những điều kiện nào?,122,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
965,107904,Chủ tịch Ủy ban nhân dân cấp xã có quyền xử phạt cá nhân đưa vật thể thuộc diện kiểm dịch thực vật tới nơi không quy định trong Giấy phép kiểm dịch không?,154,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SANCTION
966,22616,"Dự toán chi BHXH, BHTN từ nguồn quỹ; chi hoạt động BHXH, BHYT, BHTN năm 2022?",77,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,GENERAL_SEMANTIC
967,22084,"Có được sử dụng người lao động từ đủ 15 tuổi đến dưới 18 tuổi để làm thêm giờ, làm việc vào ban đêm không?",106,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CONDITION
968,164334,Khi Tổ chức giải thi đấu thể thao quần chúng quốc tế tại Việt Nam cần phải báo cáo cho cơ quan nào? Trước ngày khai mạc giải bao nhiêu ngày?,140,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NUMERICAL_THRESHOLD
969,132332,Nơi tiếp nhận phạt nguội,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SANCTION
970,120940,Chi phí xin phép thì đơn vị nào chịu trách nhiệm thanh toán?,60,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
971,50684,Trình tự điều chỉnh chủ trương đầu tư dự án PPP di dân tái định cư 20.000 người ở miền núi khi thay đổi quy mô thực hiện như thế nào?,133,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PROCEDURE
972,18702,"Việc cấp Giấy chứng nhận chức danh tư pháp cho Thư ký Tòa án nhân dân tối cao được thực hiện theo trình tự, thủ tục như thế nào?",128,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PROCEDURE
973,150974,Lịch tuyển sinh vào lớp 6 trường trung học phổ thông Chuyên Hà Nội - Amsterdam năm học 2022 - 2023?,99,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,GENERAL_SEMANTIC
974,29388,Điểm đấu nối trong hệ thống điện phân phối có phải là ranh giới phân định tài sản của đơn vị phân phối điện với khách hàng hay không?,133,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
975,154236,"Bố trí sử dụng phương tiện, thiết bị làm việc không đúng mục đích có xem là hành vi gây lãng phí trong sử dụng phương tiện, thiết bị làm việc không?",148,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
976,52688,Cơ quan nào có trách nhiệm lập dự toán chi hỗ trợ giải quyết việc làm và đưa người lao động đi làm việc tại Hàn Quốc tại địa phương?,132,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
977,108062,"Tổ chức pháp chế ở doanh nghiệp nhà nước chịu sự quản lý về chuyên môn, nghiệp vụ bởi cơ quan nào?",98,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
978,153304,Xã Phong Minh có nằm trong khu vực III thuộc vùng dân tộc và miền núi không?,76,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
979,78332,"Cục Thú y trực thuộc Bộ Nông nghiệp và Phát triển nông thôn có nhiệm vụ và quyền hạn gì về quản lý tổ chức, hoạt động dịch vụ công?",131,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
980,47556,Ai có thẩm quyền ban hành quyết định thanh tra lại? Khi nào ban hành?,69,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,GENERAL_SEMANTIC
981,1288,Chủ tịch nước sẽ có những nhiệm vụ và quyền hạn như thế nào?,60,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
982,13642,"Tàu biển thuộc sở hữu của tổ chức, cá nhân Việt Nam có được mang cờ quốc tịch nước ngoài không?",95,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONDITION
983,145448,"Người ra nước ngoài có thời hạn bị mất hộ chiếu, có nguyện vọng về nước ngay thì được cấp lại theo thủ tục nào?",111,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PROCEDURE
984,83208,Người giao cho người không có giấy phép người lái tàu bay gây thiệt hại tài sản 200.000.000 đồng sẽ bị truy cứu trách nhiệm hình sự thế nào?,140,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SANCTION
985,41136,Giấy chứng nhận GMP có thể được dùng để thay thế Giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm không?,108,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CONDITION
986,90918,Người được cấp bằng tốt nghiệp trung học phổ thông có những quyền gì?,69,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
987,37764,Thời hạn bổ nhiệm giữ chức danh lãnh đạo tại đơn vị thuộc Bộ Giao thông vận tải là bao lâu?,91,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUMERICAL_THRESHOLD
988,138054,Cơ quan quản lý hoạt động đối ngoại của cơ quan cấp tỉnh của tổ chức xã hội nghề nghiệp có trách nhiệm gì trong quản lý hoạt động ký kết và thực hiện thỏa thuận quốc tế?,169,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
989,18778,Việc doanh nghiệp tạm ngưng hoạt động được quy định như thế nào?,64,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
990,128732,Có cấm sử dụng thuốc gây nghiện hay không?,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
991,48076,Công chức bị xử lý kỷ luật buộc thôi việc khi nào?,50,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GENERAL_SEMANTIC
992,149206,Quỹ Dịch vụ viễn thông công ích Việt Nam công khai tài chính nhằm mục đích gì?,78,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
993,40652,"Khi tổ chức thi đấu môn Bóng ném tại Việt Nam, cơ sở vật chất và trang thiết bị tập luyện được chuẩn bị như thế nào?",116,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
994,113326,Có thể đăng ký thường trú tại địa chỉ nhà đang thuê ở hay không?,64,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
995,71274,Liệt sĩ làm nghĩa vụ quốc tế có được xem là người có công với cách mạng không?,78,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
996,59328,Người đã hoàn thành nghĩa vụ quân sự khi thi tuyển công chức cấp huyện có được cộng điểm ưu tiên không?,103,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
997,63800,Người nước ngoài đã có thẻ tạm trú thì có thể bảo lãnh em ruột sang Việt Nam theo diện thăm thân không?,103,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GENERAL_SEMANTIC
998,27490,Người lao động là người nước ngoài ngưng làm việc trong vòng một tháng thì có phải đóng bảo hiểm xã hội bắt buộc không?,119,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
999,133214,Người đã là Thẩm phán muốn trở thành đấu giá viên thì có phải tham gia đào tạo nghề đấu giá hay không?,102,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1000,158912,Người tiếp công dân trong Bộ Quốc phòng có trách nhiệm gì khi tiếp công dân?,76,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1001,66608,Chồng ở trong tù làm thế nào để trả nợ?,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1002,46938,Có cần phải thay đổi MST khi chuyển đổi từ công ty TNHH sang công ty cổ phần hay không?,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
1003,136270,Hồ sơ đề nghị cấp Giấy phép sử dụng băng tần bao gồm những giấy tờ gì?,70,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
1004,71950,Pháp nhân thương mại được quy định như thế nào?,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1005,153260,Trong lĩnh vực y tế nam nữ bình đẳng được thể hiện qua các nội dung gì?,71,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1006,101582,Trình tự đăng ký hoạt động của tổ chức hành nghề luật sư được quy định như thế nào?,83,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,PROCEDURE
1007,25794,Gửi đơn khởi kiện đến Tòa án bằng hình thức online có được không?,65,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
1008,119876,Nội dung quảng cáo phải đáp ứng những yêu cầu gì?,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
1009,62720,Công chức sử dụng con dấu của Kiểm toán Nhà nước không được đóng dấu trong trường hợp nào?,90,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ELIGIBILITY
1010,43824,Mức đóng bảo hiểm xã hội tự nguyện là bao nhiêu?,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUMERICAL_THRESHOLD
1011,147472,Danh tính điện tử là gì? Danh tính điện tử của công dân Việt Nam bao gồm những nội dung nào?,92,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFINITION
1012,157564,Thân nhân liệt sĩ có được giải quyết chế độ ưu đãi người có công nuôi liệt sĩ không?,84,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
1013,17964,Ủy viên của Ban Thường vụ Trung ương Hội Đông y Việt Nam không được vượt quá bao nhiêu người?,93,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUMERICAL_THRESHOLD
1014,53004,Viện Hàn lâm Khoa học xã hội Việt Nam có bao nhiêu cơ quan trực thuộc?,70,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NUMERICAL_THRESHOLD
1015,120636,"Trình tự, thủ tục gia hạn và cấp lại giấy phép vận chuyển chất ma túy được quy định như thế nào?",96,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
1016,90322,Quỹ đầu tư phát triển địa phương được thực hiện hoạt động cho vay hay không?,76,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1017,130004,Cơ sở vật chất của trường mầm non tư thục cần đáp ứng điều kiện gì?,67,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
1018,102760,Quyền của khách hàng tham gia dự thưởng xổ số được quy định thế nào?,68,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1019,72248,Bơ quả tươi bị nhăn thì có đảm bảo về độ chín khi thu hoạch hay không?,70,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1020,61446,Nội dung chi bồi dưỡng cán bộ quản lý cơ sở giáo dục tập huấn chương trình giáo khoa mới giáo dục phổ thông bao gồm những nội dung gì?,134,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1021,85098,Chó nhà có dấu hiệu mắc bệnh Dại thì có bị tiêu hủy không?,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1022,134678,Mẫu Bản thuyết minh Báo cáo tài chính dành cho doanh nghiệp nhỏ và vừa theo thông tư 133?,89,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,CROSS_REFERENCE
1023,34788,Không phải bồi thường thiệt hại về khả năng gây mất an toàn của sản phẩm?,73,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1024,135236,Sử dụng dữ liệu cá nhân của trẻ từ 7 tuổi mà không được sự đồng ý sẽ bị xử lý như thế nào?,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,GENERAL_SEMANTIC
1025,80354,"Trình tự thực hiện đăng ký, truy đóng BHXH bắt buộc đối với NLĐ làm việc có thời hạn ở nước ngoài sau khi về nước?",114,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
1026,17186,Mẫu đơn đề nghị cấp chứng chỉ nghiệp vụ khai hải quan mới nhất ra sao?,70,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROCEDURE
1027,117264,Bên nhận bảo đảm không được thực hiện quyền truy đòi đối với tài sản bảo đảm nào?,81,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1028,66174,"Hồ sơ, trình tự thực hiện như thế nào?",38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
1029,89008,Chủ đầu tư có được thể chấp dự án đầu tư xây dựng hình thành trong tương lai cho tổ chức tín dụng hay không?,108,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONDITION
1030,115768,Cách xác định tổng nguồn vốn để xác định quy mô sản xuất kinh doanh của doanh nghiệp nhỏ và vừa,95,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
1031,91868,Việc quản lý doanh nghiệp tư nhân được quy định như thế nào?,60,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
1032,119508,Có cấm người vợ đang có thai yêu cầu ly hôn đơn phương không?,61,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
1033,30524,Người giám hộ của người chưa thành niên phải đáp ứng được những điều kiện nào?,78,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
1034,140866,Đơn vị nào là đầu mối cung cấp thông tin cho công dân của Bộ Thông tin và Truyền thông?,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
1035,134642,Thủ tục chuyển nơi hưởng trợ cấp thất nghiệp được pháp luật quy định như thế nào?,81,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PROCEDURE
1036,76898,Ai có quyền ra quyết định thanh tra ngành Xây dựng?,51,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,GENERAL_SEMANTIC
1037,166154,Ai có thẩm quyền đình chỉ hoạt động giáo dục theo quy định pháp luật?,69,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,CROSS_REFERENCE
1038,29302,Chương trình phát triển đô thị là gì?,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFINITION
1039,96626,"Trách nhiệm của Bộ Y tế đối với người bị tạm giữ, tạm giam đang khám, chữa bệnh như thế nào?",92,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
1040,143270,Có được hưởng chế độ ốm đau khi khám bệnh trái tuyến hay không?,63,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
1041,155732,Kinh doanh vận tải bằng xe ô tô bao gồm những hình thức kinh doanh nào?,71,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1042,140766,"Công chức Viện kiểm sát từ chức được hưởng những chế độ, chính sách nào theo quy định?",86,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ELIGIBILITY
1043,158688,"Để trở thành giám định viên, thành viên Hội đồng giám định y khoa cần đáp ứng những tiêu chuẩn nào?",99,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
1044,20948,Thẻ an toàn điện có dạng như thế nào?,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1045,30136,Thủ tục hải quan đối với robot khử khuẩn quy định ra sao?,57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
1046,101556,Mỗi phòng ở của người lưu trú trong thời gian chờ xuất cảnh được trang bị một ti vi?,84,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1047,51990,Trung tâm Khoa học và Bồi dưỡng cán bộ có quyền hạn gì trong công tác quản lý và tổ chức thực hiện hoạt động khoa học công nghệ?,128,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
1048,76970,Chế độ thôi việc của viên chức được quy định như thế nào?,57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1049,166666,Quy định về việc chiếu phim Việt Nam kỷ niệm vào các ngày lễ lớn của đất nước như thế nào?,90,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
1050,31328,"Thời hiệu, thời hạn xử lý kỷ luật đối với Hải đoàn trưởng đơn vị Dân quân tự vệ trong bao nhiêu tháng?",102,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NUMERICAL_THRESHOLD
1051,48144,Các bước tiến hành phẫu thuật mở ngực nhỏ tạo dính màng phổi sẽ thực hiện ra sao?,81,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
1052,119762,Hồ sơ kiểm định xe hút bụi quét rác thuộc Bộ Quốc phòng được lưu trữ bao lâu?,77,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
1053,6518,Xe máy chuyên dùng đi ngược chiều của đường một chiều bị phạt bao nhiêu tiền?,77,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SANCTION
1054,8980,"Cơ sở dữ liệu quốc gia về xuất cảnh, nhập cảnh của công dân Việt Nam do cơ quan nào trực tiếp quản lý?",102,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
